"committee","motiondate","motionname_ch","motionname_en","mover","movertype","motionresult","andrewleung","jamesto","leungyiuchung","abrahamshek","tommycheung","josephlee","jeffreylam","wongtingkwong","starrylee","chanhakkan","chankinpor","priscillaleung","wongkwokkin","reginaip","paultse","leungkwokhung","claudiamo","michaeltien","stevenho","frankieyick","wuchiwai","yiusiwing","mafungkwok","charlespetermok","chanchichuen","chanhanpan","leungchecheung","kennethleung","alicemak","kwokkaki","kwokwaikeung","denniskwok","christophercheung","fernandocheung","helenawong","ipkinyuen","elizabethquat","martinliao","poonsiuping","chianglaiwan","lowaikwok","chungkwokpan","alvinyeung","andrewwan","chuhoidick","jimmyng","juniusho","hokaiming","lamcheukting","holdenchow","shiukafai","shiukachun","wilsonor","yunghoiyan","pierrechan","chanchunying","tanyachan","cheungkwokkwan","huichifung","lukchunghung","laukwokfan","kennethlau","chengchungtai","kwongchunyu","jeremytam","nathanlaw","yiuchungyim","lausiulai","sixtusleung","yauwaiching","garyfan","aunokhin","vincentcheng","tonytse","chanhoiyan","eddiechu"
"finance",2017-07-19,"動議其後就相同議程項目下任何議案或待議議題進行點名表決時，委員會須在點名表決鐘聲響起一分鐘後進行點名表決","motion that in the event of further divisions being claimed of any motions or questions under the same agenda item, the committee do proceed such divisions immediately after the division bell has been rung for one minute","","publicofficer","passed",NA,"yes","no","present","yes","yes","yes","absent","yes","absent","present","yes","absent","absent","absent",NA,"yes","absent","yes","absent","yes","yes","absent","yes","no","yes","absent","yes","absent","yes","absent","absent","absent","no","yes","yes","absent","yes","yes","yes","yes","yes","yes","yes","no","absent","absent","absent","yes","yes","yes","no","yes","absent","yes","absent","absent","yes","yes","absent","yes","absent","no","yes","yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"finance",2017-07-19,"(編號：0004)(議案措辭載於附件)","(no.: 0004) (wording of the motion in appendix)","chuhoidick","publicofficer","passed",NA,"yes","yes","no","no","yes","no","absent","no","absent","present","absent","absent","absent","absent",NA,"yes","absent","no","absent","yes","no","absent","yes","yes","no","absent","yes","absent","yes","absent","absent","absent","yes","yes","yes","absent","no","no","no","no","yes","yes","yes","yes","absent","absent","absent","yes","no","no","yes","no","absent","yes","absent","absent","no","yes","absent","no","absent","yes","yes","yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"finance",2017-07-19,"本委員會同意處理委員根據《財務委員會會議程序》第37A段擬動議的議案(編號：0023)","that this committee should proceed with the motion proposed to be moved by a member under paragraph 37a of the finance committee procedure (no.: 0023)","","publicofficer","passed",NA,"yes","yes","no","no","yes","no","absent","no","absent","present","absent","absent","absent","absent",NA,"yes","absent","no","absent","yes","no","absent","yes","yes","no","absent","yes","absent","yes","absent","absent","absent","yes","yes","yes","absent","no","no","no","no","no","yes","yes","yes","absent","absent","absent","yes","no","no","yes","no","absent","no","no","absent","no","yes","absent","no","absent","yes","yes","yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"finance",2017-07-19,"(編號：0023)(議案措辭載於附件)","(no.: 0023) (wording of the motion in appendix)","chuhoidick","publicofficer","passed",NA,"yes","yes","no","no","absent","no","absent","abstain","absent","present","absent","absent","absent","absent",NA,"absent","absent","abstain","absent","yes","no","absent","yes","yes","abstain","absent","yes","absent","yes","absent","absent","absent","yes","yes","abstain","absent","no","absent","absent","no","no","yes","yes","yes","absent","absent","absent","yes","abstain","no","yes","abstain","absent","no","no","absent","no","yes","absent","present","absent","yes","yes","yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"finance",2017-07-19,"本委員會同意處理委員根據《財務委員會會議程序》第37A段擬動議的議案(編號：0025)","that this committee should proceed with the motion proposed to be moved by a member under paragraph 37a of the finance committee procedure (no.: 0025)","","publicofficer","negatived",NA,"yes","yes","no","no","absent","no","absent","no","absent","present","no","absent","absent","absent",NA,"absent","absent","no","absent","yes","no","absent","yes","yes","no","absent","yes","absent","abstain","absent","absent","no","yes","yes","abstain","absent","no","absent","no","no","no","abstain","yes","yes","absent","absent","absent","yes","no","no","yes","no","absent","no","no","absent","no","yes","absent","no","absent","yes","yes","abstain",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"finance",2017-07-19,"本委員會同意處理委員根據《財務委員會會議程序》第37A段擬動議的議案(編號：0026)","that this committee should proceed with the motion proposed to be moved by a member under paragraph 37a of the finance committee procedure (no.: 0026)","","publicofficer","passed",NA,"yes","yes","abstain","no","absent","no","absent","no","absent","present","absent","absent","absent","absent",NA,"yes","absent","no","absent","yes","no","absent","yes","yes","no","absent","yes","absent","yes","absent","absent","no","yes","yes","present","absent","no","no","no","no","no","yes","yes","yes","absent","absent","absent","yes","no","no","yes","no","absent","yes","no","absent","no","yes","absent","no","absent","yes","yes","yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"finance",2017-07-19,"(編號：0026)(議案措辭載於附件)","(no.: 0026) (wording of the motion in appendix)","chuhoidick","publicofficer","passed",NA,"yes","yes","no","absent","absent","no","absent","no","absent","present","absent","absent","absent","absent",NA,"yes","absent","no","absent","yes","no","absent","yes","yes","no","absent","yes","absent","yes","absent","absent","no","yes","yes","yes","absent","no","no","present","no","no","yes","absent","yes","absent","absent","absent","yes","no","no","yes","present","absent","yes","no","absent","no","yes","absent","no","absent","yes","yes","yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"finance",2017-07-19,"本委員會同意處理委員根據《財務委員會會議程序》第37A段擬動議的議案(編號：0007)","that this committee should proceed with the motion proposed to be moved by a member under paragraph 37a of the finance committee procedure(no.: 0007)","","publicofficer","passed",NA,"yes","yes","no","absent","absent","no","absent","no","absent","present","absent","absent","absent","absent",NA,"yes","absent","no","absent","yes","no","absent","yes","yes","no","absent","yes","absent","yes","absent","absent","no","yes","yes","yes","absent","no","no","no","no","yes","yes","yes","yes","absent","absent","absent","yes","no","no","yes","no","absent","yes","no","absent","no","yes","absent","no","absent","yes","yes","yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"finance",2017-07-19,"(編號：0007)(議案措辭載於附件)","(no.: 0007) (wording of the motion in appendix)","fernandocheung","publicofficer","passed",NA,"yes","yes","no","absent","absent","no","absent","abstain","absent","present","absent","absent","absent","absent",NA,"yes","absent","abstain","absent","yes","no","absent","yes","yes","abstain","absent","yes","absent","yes","absent","absent","no","yes","yes","yes","absent","no","abstain","no","no","yes","yes","yes","yes","absent","absent","absent","yes","abstain","no","yes","abstain","absent","yes","no","absent","no","yes","absent","abstain","absent","yes","yes","yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"finance",2017-07-19,"本委員會同意處理委員根據《財務委員會會議程序》第37A段擬動議的議案(編號：0008)","that this committee should proceed with the motion proposed to be moved by a member under paragraph 37a of the finance committee procedure (no.: 0008)","","publicofficer","negatived",NA,"abstain","yes","no","no","absent","no","absent","no","absent","present","absent","absent","absent","absent",NA,"yes","absent","no","absent","abstain","no","absent","yes","yes","no","absent","yes","absent","yes","absent","absent","no","yes","abstain","abstain","absent","no","no","no","no","no","yes","abstain","yes","absent","absent","absent","abstain","no","no","yes","no","absent","no","no","absent","no","abstain","absent","no","absent","yes","abstain","yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"finance",2017-07-19,"本委員會同意處理委員根據《財務委員會會議程序》第37A段擬動議的議案(編號：0009)","that this committee should proceed with the motion proposed to be moved by a member under paragraph 37a of the finance committee procedure (no.: 0009)","","publicofficer","negatived",NA,"yes","yes","no","no","absent","no","absent","no","absent","present","absent","absent","absent","absent",NA,"yes","absent","no","absent","yes","no","absent","yes","yes","no","absent","abstain","absent","yes","absent","absent","no","yes","yes","yes","absent","no","no","no","no","no","yes","yes","yes","absent","absent","absent","yes","no","no","yes","no","absent","no","no","absent","no","yes","absent","no","absent","yes","yes","yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"finance",2017-07-19,"本委員會同意處理委員根據《財務委員會會議程序》第37A段擬動議的議案(編號：0010)","that this committee should proceed with the motion proposed to be moved by a member under paragraph 37a of the finance committee procedure (no.: 0010)","","publicofficer","passed",NA,"yes","yes","yes","no","absent","no","absent","no","absent","present","absent","absent","absent","absent",NA,"yes","absent","no","absent","yes","no","absent","yes","yes","no","absent","yes","absent","absent","absent","absent","no","yes","yes","yes","absent","no","no","no","no","no","yes","yes","yes","absent","absent","absent","yes","no","no","yes","no","absent","abstain","no","absent","no","yes","absent","no","absent","yes","yes","yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"finance",2017-07-19,"(編號：0010)(議案措辭載於附件)","(no.: 0010) (wording of the motion in appendix)","fernandocheung","publicofficer","passed",NA,"yes","yes","yes","no","absent","no","absent","abstain","absent","present","absent","absent","absent","absent",NA,"yes","absent","abstain","absent","yes","no","absent","yes","yes","abstain","absent","yes","absent","yes","absent","absent","abstain","yes","yes","present","absent","no","abstain","abstain","no","yes","yes","yes","yes","absent","absent","absent","yes","abstain","no","yes","abstain","absent","abstain","no","absent","no","yes","absent","present","absent","yes","yes","yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"finance",2017-07-19,"本委員會同意處理委員根據《財務委員會會議程序》第37A段擬動議的議案(編號：0011)","that this committee should proceed with the motion proposed to be moved by a member under paragraph 37a of the finance committee procedure (no.: 0011)","","publicofficer","negatived",NA,"abstain","yes","yes","no","absent","no","absent","no","absent","present","absent","absent","absent","absent",NA,"yes","absent","no","absent","abstain","no","absent","yes","yes","no","absent","yes","absent","yes","absent","absent","no","yes","abstain","yes","absent","no","no","no","no","yes","yes","abstain","yes","absent","absent","absent","abstain","no","no","yes","no","absent","yes","no","absent","no","abstain","absent","no","absent","yes","abstain","yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"finance",2017-07-19,"本委員會同意處理委員根據《財務委員會會議程序》第37A段擬動議的議案(編號：0012)","that this committee should proceed with the motion proposed to be moved by a member under paragraph 37a of the finance committee procedure (no.: 0012)","","publicofficer","passed",NA,"yes","yes","no","no","absent","no","absent","no","absent","present","absent","absent","absent","absent",NA,"yes","absent","no","absent","yes","no","absent","yes","yes","no","absent","yes","absent","yes","absent","absent","no","yes","yes","yes","absent","no","no","no","no","no","yes","yes","yes","absent","absent","absent","yes","no","no","yes","no","absent","yes","no","absent","no","yes","absent","no","absent","yes","yes","yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"finance",2017-07-19,"(編號：0012)(議案措辭載於附件)","(no.: 0012) (wording of the motion in appendix)","fernandocheung","publicofficer","passed",NA,"yes","yes","present","no","absent","no","absent","absent","absent","present","absent","absent","absent","absent",NA,"yes","absent","abstain","absent","yes","no","absent","yes","yes","abstain","absent","yes","absent","yes","absent","absent","no","yes","yes","yes","absent","no","abstain","no","no","no","yes","yes","present","absent","absent","absent","yes","abstain","no","yes","present","absent","yes","no","absent","no","yes","absent","abstain","absent","yes","yes","yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"finance",2017-07-19,"本委員會同意處理委員根據《財務委員會會議程序》第37A段擬動議的議案(編號：0014)","that this committee should proceed with the motion proposed to be moved by a member under paragraph 37a of the finance committee procedure (no.: 0013)","","publicofficer","passed",NA,"yes","yes","no","no","absent","no","absent","no","absent","present","absent","absent","absent","absent",NA,"yes","absent","no","absent","yes","no","absent","yes","yes","no","absent","yes","absent","yes","absent","absent","no","yes","yes","yes","absent","no","no","no","no","no","yes","yes","yes","absent","absent","absent","yes","no","no","yes","no","absent","yes","no","absent","no","yes","absent","no","absent","yes","yes","yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"finance",2017-07-19,"(編號：0014)(議案措辭載於附件)","(no.: 0014) (wording of the motion in appendix)","helenawong","publicofficer","passed",NA,"yes","yes","no","no","absent","no","absent","abstain","absent","present","absent","absent","absent","absent",NA,"yes","absent","no","absent","yes","no","absent","yes","yes","abstain","absent","yes","absent","yes","absent","absent","no","yes","yes","yes","absent","no","no","absent","no","no","yes","yes","yes","absent","absent","absent","yes","no","no","yes","abstain","absent","yes","no","absent","no","yes","absent","abstain","absent","yes","yes","yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"finance",2017-07-19,"本委員會同意處理委員根據《財務委員會會議程序》第37A段擬動議的議案(編號：0015)","that this committee should proceed with the motion proposed to be moved by a member under paragraph 37a of the finance committee procedure (no.: 0015)","","publicofficer","passed",NA,"yes","yes","no","no","yes","no","absent","no","absent","present","absent","absent","absent","absent",NA,"yes","absent","absent","absent","yes","no","absent","yes","yes","no","absent","yes","absent","yes","absent","absent","no","yes","yes","yes","absent","no","no","absent","no","yes","yes","yes","yes","absent","absent","absent","yes","no","no","yes","absent","absent","abstain","no","absent","no","yes","absent","no","absent","yes","yes","yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"finance",2017-07-19,"(編號：0015)(議案措辭載於附件)","(no.: 0015) (wording of the motion in appendix)","kwokkaki","publicofficer","passed",NA,"yes","yes","no","no","yes","no","absent","abstain","absent","present","absent","absent","absent","absent",NA,"yes","absent","no","absent","yes","no","absent","yes","yes","abstain","absent","yes","absent","yes","absent","absent","no","yes","yes","yes","absent","no","abstain","absent","no","yes","yes","yes","yes","no","absent","absent","yes","abstain","no","yes","abstain","absent","abstain","no","absent","abstain","yes","absent","abstain","absent","yes","yes","yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"finance",2017-07-19,"本委員會同意處理委員根據《財務委員會會議程序》第37A段擬動議的議案(編號：0016)","that this committee should proceed with the motion proposed to be moved by a member under paragraph 37a of the finance committee procedure (no.: 0016)","","publicofficer","passed",NA,"present","yes","no","no","yes","no","absent","no","absent","present","absent","absent","absent","absent",NA,"yes","absent","no","absent","yes","no","absent","yes","yes","no","absent","yes","absent","yes","absent","absent","no","yes","present","yes","absent","no","no","absent","no","no","yes","yes","yes","no","absent","absent","yes","no","no","yes","no","absent","yes","no","absent","no","yes","absent","no","absent","yes","yes","yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"finance",2017-07-19,"(編號：0016)(議案措辭載於附件)","(no.:0016)(wording of the motion in appendix)","kwokkaki","publicofficer","passed",NA,"abstain","yes","no","no","yes","no","absent","abstain","absent","present","absent","absent","absent","absent",NA,"yes","absent","abstain","absent","abstain","no","absent","yes","yes","abstain","absent","yes","absent","yes","absent","absent","no","yes","absent","yes","absent","no","abstain","absent","no","no","yes","abstain","yes","no","absent","absent","absent","abstain","absent","yes","abstain","absent","abstain","no","absent","no","abstain","absent","abstain","absent","yes","absent","yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"finance",2017-07-19,"本委員會同意處理委員根據《財務委員會會議程序》第37A段擬動議的議案(編號：0018)","that this committee should proceed with the motion proposed to be moved by a member under paragraph 37a of the finance committee procedure (no.: 0018)","","publicofficer","passed",NA,"yes","yes","no","absent","yes","no","absent","no","absent","present","absent","absent","absent","absent",NA,"yes","absent","no","absent","yes","abstain","absent","yes","yes","no","absent","yes","absent","yes","absent","absent","no","yes","absent","yes","absent","no","no","absent","no","yes","yes","yes","yes","no","absent","absent","yes","no","no","yes","no","absent","abstain","no","absent","no","yes","absent","no","absent","yes","yes","yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"finance",2017-07-19,"(編號：0018)(議案措辭載於附件)","(no.: 0018)(wording of the motion in appendix)","chanchichuen","publicofficer","passed",NA,"yes","yes","no","no","absent","no","absent","no","absent","present","absent","absent","absent","absent",NA,"yes","absent","no","absent","yes","abstain","absent","yes","yes","no","absent","yes","absent","yes","absent","absent","no","yes","absent","present","absent","no","absent","no","no","yes","yes","yes","yes","no","absent","absent","yes","no","no","yes","no","absent","no","abstain","absent","no","yes","absent","abstain","no","yes","yes","yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"finance",2017-07-19,"本委員會同意處理委員根據《財務委員會會議程序》第37A段擬動議的議案(編號：0019)","that this committee should proceed with the motion proposed to be moved by a member under paragraph 37a of the finance committee procedure (no.: 0019)","","publicofficer","passed",NA,"yes","yes","no","absent","yes","no","absent","no","absent","present","absent","absent","absent","absent",NA,"yes","absent","no","absent","yes","no","no","yes","yes","no","absent","yes","absent","yes","absent","absent","no","yes","yes","yes","absent","no","no","no","no","no","yes","yes","yes","no","absent","absent","yes","no","no","yes","no","absent","yes","no","absent","no","yes","absent","no","no","yes","yes","yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"finance",2017-07-19,"(編號：0019)(議案措辭載於附件)","(no.: 0019) (wording of the motion in appendix)","chanchichuen","publicofficer","passed",NA,"yes","yes","no","no","yes","no","absent","absent","absent","present","absent","absent","absent","absent",NA,"yes","absent","abstain","absent","yes","no","no","yes","yes","no","absent","yes","absent","yes","absent","absent","no","yes","yes","yes","absent","no","abstain","no","no","no","yes","yes","yes","no","absent","absent","yes","abstain","no","yes","abstain","absent","yes","no","absent","no","yes","absent","abstain","no","yes","yes","yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"finance",2017-07-19,"本委員會同意處理委員根據《財務委員會會議程序》第37A段擬動議的議案(編號：0020)","that this committee should proceed with the motion proposed to be moved by a member under paragraph 37a of the finance committee procedure (no.: 0020)","","publicofficer","negatived",NA,"yes","yes","no","no","abstain","no","absent","no","absent","present","absent","absent","absent","absent",NA,"yes","absent","no","absent","yes","no","no","abstain","yes","no","absent","abstain","absent","yes","absent","absent","no","yes","yes","abstain","absent","no","no","no","no","no","yes","yes","absent","no","absent","absent","yes","no","no","yes","no","absent","abstain","no","absent","absent","yes","absent","no","no","yes","yes","yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"finance",2017-07-19,"本委員會同意處理委員根據《財務委員會會議程序》第37A段擬動議的議案(編號：0021)","that this committee should proceed with the motion proposed to be moved by a member under paragraph 37a of the finance committee procedure (no.: 0021)","","publicofficer","negatived",NA,"yes","yes","no","no","yes","no","absent","no","absent","present","absent","absent","absent","absent",NA,"yes","absent","no","absent","yes","no","no","yes","yes","no","absent","yes","absent","yes","absent","absent","no","yes","yes","yes","absent","no","no","no","no","no","yes","yes","yes","no","absent","absent","yes","no","no","yes","no","absent","abstain","no","absent","no","yes","absent","no","no","yes","yes","yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"finance",2017-07-19,"本委員會同意處理委員根據《財務委員會會議程序》第37A段擬動議的議案(編號：0022)","that this committee should proceed with the motion proposed to be moved by a member under paragraph 37a of the finance committee procedure (no.: 0022)","","publicofficer","tied",NA,"yes","yes","no","no","yes","no","absent","no","absent","present","absent","absent","absent","absent",NA,"yes","absent","no","absent","yes","no","no","yes","yes","no","absent","yes","absent","yes","absent","absent","no","yes","yes","yes","absent","no","no","no","no","no","yes","yes","yes","no","absent","absent","yes","no","no","yes","no","absent","yes","no","absent","no","yes","absent","no","no","yes","yes","yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"finance",2017-07-19,"FCR(2017-18)24 支持優質教育的優先措施","fcr(2017-18)24 priority measures to support quality education","","publicofficer","passed",NA,"yes","abstain","yes","yes","yes","yes","absent","yes","yes","present","yes","yes","absent","yes",NA,"abstain","absent","yes","absent","yes","yes","yes","yes","no","yes","absent","yes","yes","abstain","yes","absent","yes","abstain","yes","yes","absent","yes","yes","yes","yes","yes","abstain","yes","no","yes","absent","yes","yes","yes","yes","yes","yes","absent","yes","yes","absent","yes","yes","yes","yes","yes","no","yes","abstain",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"finance",2017-07-19,"FCR(2017-18)22 - EC(2017-18)2人事編制小組委員會在2017年6月14日所提出的建議","fcr(2017-18)22 - ec(2017-18)2 recommendation of the establishment subcommittee made on 14 june 2017","","publicofficer","passed",NA,"present","abstain","yes","yes","yes","yes","absent","yes","yes","present","yes","yes","absent","yes",NA,"absent","absent","yes","absent","present","yes","yes","yes","absent","yes","absent","yes","yes","yes","yes","absent","yes","absent","present","yes","absent","yes","yes","absent","yes","absent","yes","present","absent","absent","absent","yes","present","yes","yes","no","yes","absent","yes","yes","absent","yes","absent","absent","yes","yes","absent","present","yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"finance",2017-07-19,"FCR(2017-18)33 屯門醫院手術室大樓擴建計劃；在啟德發展區興建新急症醫院；威爾斯親王醫院重建計劃第二期(第一階段)","fcr(2017-18)33 extension of operating theatre block for tuen mun hospital; new acute hospital at kai tak development area; redevelopment of prince of wales hospital, phase 2 (stage 1)","","publicofficer","passed",NA,"absent","abstain","yes","yes","yes","yes","absent","yes","yes","present","yes","yes","absent","yes",NA,"absent","absent","yes","absent","yes","yes","yes","yes","absent","yes","absent","yes","yes","yes","yes","absent","yes","absent","yes","yes","absent","yes","yes","absent","yes","absent","yes","yes","absent","absent","absent","yes","yes","yes","yes","absent","yes","absent","yes","yes","absent","yes","absent","absent","yes","yes","absent","absent","yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"finance",2017-07-19,"FCR(2017-18)33 – PWSC(2016-17)46 工務小組委員會在2017年6月10日及7月4日所提出的建議","fcr(2017-18)33 - pwsc(2016-17)46 recommendations of the public works subcommittee made on 10 june and 4 july 2017","","publicofficer","passed",NA,"absent","absent","yes","yes","absent","yes","absent","yes","yes","present","yes","yes","absent","absent",NA,"absent","absent","yes","absent","absent","yes","yes","absent","absent","yes","absent","absent","yes","absent","yes","absent","yes","absent","absent","absent","absent","yes","yes","absent","yes","absent","absent","absent","absent","absent","absent","yes","absent","yes","yes","absent","yes","absent","abstain","yes","absent","yes","absent","absent","yes","yes","absent","absent","absent",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"finance",2017-10-13,"本委員會同意處理委員根據《財務委員會會議程序》第37A段擬動議的議案(編號：1)","that this committee should proceed with the motion proposed to be moved by a member under paragraph 37a of the finance committee procedure (no.1)","","publicofficer","negatived",NA,"absent","yes","absent","no","absent","no","no","absent","no","present","absent","no","no","absent",NA,"yes","no","absent","absent","absent","no","absent","yes","yes","no","no","yes","no","absent","no","absent","no","yes","yes","yes","no","absent","no","absent","no","absent","yes","yes","yes","no","no","no","yes","no","no","yes","no","no","yes","no","yes","no","yes","no","no","no","yes","yes","yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"finance",2017-10-13,"本委員會同意處理委員根據《財務委員會會議程序》第37A段擬動議的議案(編號：2)","that this committee should proceed with the motion proposed to be moved by a member under paragraph 37a of the finance committee procedure (no.2)","","publicofficer","negatived",NA,"absent","yes","absent","no","absent","no","no","absent","no","present","absent","no","no","absent",NA,"yes","no","absent","absent","yes","no","absent","yes","yes","no","no","yes","no","absent","no","absent","no","yes","yes","yes","no","absent","no","no","no","absent","yes","yes","yes","no","no","no","yes","no","no","yes","no","no","no","no","yes","no","yes","no","no","no","yes","yes","yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"finance",2017-10-13,"FCR(2017-18)33A 東涌食水供應系統提升工程；改善濾水廠消毒設施；將軍澳海水化淡廠第一階段設計及建造","fcr(2017-18)33a upgrading of tung chung fresh water supply system; upgrading of disinfection facilities in water treatment works; design and construction for first stage of desalination plant at tseung kwan o","","publicofficer","passed",NA,"absent","yes","absent","yes","absent","yes","yes","absent","yes","present","absent","yes","yes","absent",NA,"yes","yes","absent","absent","yes","yes","absent","yes","yes","yes","yes","yes","yes","absent","yes","absent","yes","yes","yes","yes","yes","absent","yes","yes","yes","absent","yes","yes","yes","yes","yes","yes","absent","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"finance",2017-10-13,"本委員會同意處理委員根據《財務委員會會議程序》第37A段擬動議的議案(編號：1)","that this committee should proceed with the motion proposed to be moved by a member under paragraph 37a of the finance committee procedure (no. 1)","","publicofficer","negatived",NA,"absent","absent","absent","absent","no","absent","no","no","absent","present","no","no","no","absent",NA,"yes","no","absent","no","absent","no","no","absent","yes","absent","no","absent","no","absent","no","absent","no","yes","absent","absent","no","absent","no","absent","absent","absent","yes","absent","yes","absent","absent","no","absent","no","no","absent","no","no","absent","no","absent","absent","absent","no","no","absent","yes","absent","yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"finance",2017-10-13,"本委員會同意處理委員根據《財務委員會會議程序》第37A段擬動議的議案(編號：2)","that this committee should proceed with the motion proposed to be moved by a member under paragraph 37a of the finance committee procedure (no. 2)","","publicofficer","negatived",NA,"absent","absent","absent","absent","yes","absent","no","no","absent","present","no","no","no","absent",NA,"yes","no","absent","no","absent","no","no","absent","yes","absent","no","absent","no","absent","no","absent","no","yes","absent","absent","no","absent","no","absent","absent","absent","yes","absent","yes","absent","absent","no","absent","no","no","absent","no","no","absent","no","absent","absent","absent","no","no","absent","yes","absent","yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"finance",2017-10-13,"FCR(2017-18)15A 工務小組委員會在2017年6月10日所提出的建議  – 東涌新市鎮擴展","fcr(2017-18)15a - recommendation of the public works subcommittee made on 10 june 2017  – tung chung new town extension","","publicofficer","passed",NA,"absent","absent","absent","absent","yes","absent","yes","yes","absent","present","yes","yes","yes","absent",NA,"yes","yes","absent","yes","absent","yes","yes","absent","abstain","absent","yes","absent","yes","absent","yes","absent","yes","abstain","absent","absent","yes","absent","yes","absent","absent","absent","yes","absent","no","absent","absent","yes","absent","yes","yes","absent","yes","yes","absent","yes","absent","absent","absent","yes","yes","absent","no","absent","yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"finance",2017-10-20,"FCR(2017-18)19A 工務小組委員會在2017年5月6日所提出的建議 – 沙嶺墳場興建骨灰安置所、火葬場及有關設施的土地平整及相關基礎設施工程","fcr(2017-18)19a recommendation of the public works subcommittee made on 6 may 2017 – site formation and associated infrastructural works for development of columbarium, crematorium and related facilities at sandy ridge cemetery","","publicofficer","passed",NA,"absent","absent","absent","yes","absent","yes","yes","absent","yes","present","yes","yes","absent","absent",NA,"yes","absent","yes","absent","yes","yes","yes","yes","yes","yes","absent","absent","yes","absent","yes","yes","yes","absent","yes","absent","yes","absent","yes","yes","yes","yes","yes","yes","no","absent","yes","yes","yes","yes","yes","absent","yes","yes","absent","yes","yes","absent","yes","yes","yes","yes","absent","yes","yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"finance",2017-10-20,"FCR(2017-18)21A 工務小組委員會在2017年6月24日所提出的建議 – 中九龍幹線－主要工程","fcr(2017-18)21a recommendation of the public works subcommittee made on 24 june 2017 – central kowloon route – main works","","publicofficer","passed",NA,"yes","absent","absent","yes","absent","absent","yes","absent","absent","present","yes","yes","absent","absent",NA,"yes","absent","absent","yes","absent","absent","absent","yes","abstain","absent","absent","absent","yes","absent","yes","absent","absent","yes","yes","absent","absent","absent","yes","abstain","yes","absent","yes","absent","abstain","absent","yes","yes","absent","yes","yes","yes","yes","yes","absent","yes","yes","absent","yes","yes","absent","yes","absent","absent","absent",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
